,T2,SWDNB,SWUPB,LWDNB,LWUPB,LH,HFX,GRDFLX
2016-06-01 09:00:00,293.519683838,571.969360352,68.6363143921,348.917419434,437.829467773,181.642578125,163.391403198,-68.9593887329
2016-06-01 10:00:00,294.510040283,740.047546387,88.8056945801,350.690795898,450.634765625,233.89654541,237.604873657,-79.4798049927
2016-06-01 11:00:00,294.657806396,871.495300293,104.579414368,349.724639893,462.160583496,256.223754883,313.609832764,-85.3103179932
2016-06-01 12:00:00,295.317749023,684.47644043,82.1371841431,396.772186279,463.758544922,233.181350708,243.869781494,-61.7838630676
2016-06-01 13:00:00,297.190551758,985.285766602,118.234268188,354.354156494,478.389221191,329.257171631,328.440155029,-86.422668457
2016-06-01 14:00:00,297.305908203,959.499206543,115.139915466,357.801239014,479.524780273,331.05380249,326.142364502,-69.1039047241
2016-06-01 15:00:00,296.289672852,877.449462891,105.293922424,355.568847656,472.112457275,294.140991211,315.376861572,-48.8613128662
2016-06-01 16:00:00,295.481292725,747.674682617,89.7209472656,355.898986816,464.695404053,246.544464111,278.488616943,-28.1011791229
2016-06-01 17:00:00,294.770843506,580.522888184,69.6627502441,356.384185791,453.851226807,190.445709229,216.880523682,-9.12149429321
2016-06-01 18:00:00,294.203216553,386.925018311,46.4310073853,359.810852051,443.330291748,130.755844116,137.102127075,7.89496517181
2016-06-01 19:00:00,292.998535156,190.19354248,22.8232250214,362.776702881,427.983642578,74.7517852783,63.5234413147,32.3703956604
2016-06-01 20:00:00,291.022094727,30.600435257,3.672052145,357.25402832,408.879119873,19.9297084808,13.4833059311,55.4634246826
2016-06-01 21:00:00,289.65612793,0.0,0.0,353.489105225,398.878570557,3.88519096375,8.59700679779,57.1028289795
2016-06-01 22:00:00,289.471832275,0.0,0.0,392.33505249,400.6980896,3.59500956535,27.730928421,40.7615127563
2016-06-01 23:00:00,289.332427979,0.0,0.0,395.843078613,401.383392334,3.61425638199,24.3946151733,33.3253860474
2016-06-02 00:00:00,289.48425293,0.0,0.0,394.984405518,400.983673096,2.98018336296,17.4650917053,26.4549465179
2016-06-02 01:00:00,289.650695801,0.0,0.0,396.582489014,401.541137695,2.10444569588,12.9533748627,20.0410861969
2016-06-02 02:00:00,289.573120117,0.0,0.0,396.454772949,401.153533936,1.98734104633,10.7124576569,17.1841220856
2016-06-02 03:00:00,289.403198242,0.0,0.0,395.62713623,400.079956055,1.88035202026,9.74111461639,15.8249330521
